ID_Ra;Navn;DSK Kategori;Produkt;Kategori;Total kg CO2e/kg
Ra00247;Forårsrulle, dybfrost, færdigretter;Tilberedte/konserverede fødevarer;Forårsrulle, dybfrost, færdigretter;Færdigretter;3,11
Ra00248;Grisekød i karrysovs, dybfrost, færdigretter;Kød/fjerkræ;Grisekød i karrysovs, dybfrost, færdigretter;Færdigretter;4,72
Ra00249;Pizza romana, dybfrost, færdigretter;Brød/bageartikler;Pizza romana, dybfrost, færdigretter;Færdigretter;2,70
Ra00250;Lever, gris, i flødesovs, dybfrost, færdigretter;Kød/fjerkræ;Lever, gris, i flødesovs, dybfrost, færdigretter;Færdigretter;2,98
Ra00251;Pizza napolitana, dybfrost, færdigretter;Brød/bageartikler;Pizza napolitana, dybfrost, færdigretter;Færdigretter;2,47
Ra00252;Forårsrulle, friturestegt, færdigretter;Tilberedte/konserverede fødevarer;Forårsrulle, friturestegt, færdigretter;Færdigretter;3,11
Ra00253;Pizza med broccoli, dybfrost, færdigretter;Brød/bageartikler;Pizza med broccoli, dybfrost, færdigretter;Færdigretter;2,35
Ra00254;Pizza med tunfisk, dybfrost, færdigretter;Brød/bageartikler;Pizza med tunfisk, dybfrost, færdigretter;Færdigretter;2,29
Ra00255;Kødrand, dybfrost, færdigretter;Kød/fjerkræ;Kødrand, dybfrost, færdigretter;Færdigretter;2,24
Ra00256;Kartoffel, uspec., rå;Grøntsager;Kartoffel;Grøntsager og grøntsagsprodukter;0,41
Ra00257;Gulerod, uspec., rå;Grøntsager;Gulerod;Grøntsager og grøntsagsprodukter;0,27
Ra00258;Radise, rå;Grøntsager;Radise;Grøntsager og grøntsagsprodukter;0,45
Ra00259;Rødbede, rå;Grøntsager;Rødbede;Grøntsager og grøntsagsprodukter;0,33
Ra00260;Selleri, rod, rå;Grøntsager;Selleri, knoldselleri, rod;Grøntsager og grøntsagsprodukter;0,38
Ra00261;Ingefær, rod, rå;Grøntsager;Ingefær, rod;Grøntsager og grøntsagsprodukter;1,27
Ra00262;Fennikel, knold, rå;Grøntsager;Fennikel, knold;Grøntsager og grøntsagsprodukter;0,15
Ra00263;Majroe, rå;Grøntsager;Majroe;Grøntsager og grøntsagsprodukter;0,27
Ra00264;Løg, hakkede, dybfrost;Frugt/grøntsagsprodukter;Løg, hakkede, dybfrost;Grøntsager og grøntsagsprodukter;0,38
Ra00265;Gulerod, dybfrost;Frugt/grøntsagsprodukter;Gulerod, dybfrost;Grøntsager og grøntsagsprodukter;0,38
Ra00266;Løg, rå;Grøntsager;Løg;Grøntsager og grøntsagsprodukter;0,27
Ra00267;Forårsløg, rå;Grøntsager;Forårsløg;Grøntsager og grøntsagsprodukter;0,81
Ra00268;Maniok, kassava, rå;Grøntsager;Kassava, maniok;Grøntsager og grøntsagsprodukter;0,70
Ra00269;Persillerod, rå;Grøntsager;Persillerod;Grøntsager og grøntsagsprodukter;0,95
Ra00270;Feta ost 40+;Mælk/æg/erstatningsprodukter;Feta ost 40+;Mælk, mejeriprodukter og æg;1,60
Ra00271;Danablu ost 50+;Mælk/æg/erstatningsprodukter;Danablu ost 50+;Mælk, mejeriprodukter og æg;5,41
Ra00272;Lammekød, kølle, uspec., rå;Kød/fjerkræ;Lammekød, kølle;Kød og fjerkræ;36,43
Ra00273;Lammekød, uspec., råt;Kød/fjerkræ;Lammekød, uspec.;Kød og fjerkræ;36,43
Ra00274;Krebs, rå;Fisk og skaldyr;Krebs;Fisk og skaldyr;2,54
Ra00275;Rejer, dybvands-, kogt, dybfrost;Fisk og skaldyr;Rejer, dybvands-, kogt, dybfrost;Fisk og skaldyr;8,40
Ra00276;Hummer, rå;Fisk og skaldyr;Hummer;Fisk og skaldyr;2,54
Ra00277;Krabbe, kogt;Fisk og skaldyr;Krabbe, kogt;Fisk og skaldyr;4,42
Ra00278;Reje, sort tiger-, opdræt, kogt, dybfrost;Fisk og skaldyr;Rejer, sort tiger-, opdræt, kogt, dybfrost;Fisk og skaldyr;10,04
Ra00279;Reje, dybvands, kogt, i lage;Fisk og skaldyr;Rejer, dybvands-, kogt, i lage;Fisk og skaldyr;8,40
Ra00280;Pop corn, traditionelle;Tilberedte/konserverede fødevarer;Pop corn, traditionelle;Korn og kornprodukter;1,53
Ra00281;Peanuts, jordnød, ristet og saltet;Frugt/grøntsagsprodukter;Peanuts, jordnød, ristet og saltet;Nødder og frø;3,47
Ra00282;Jordbær, rå;Frugt;Jordbær;Frugt og frugtprodukter;0,65
Ra00283;Hindbær, rå;Frugt;Hindbær;Frugt og frugtprodukter;1,20
Ra00284;Solbær, rå;Frugt;Solbær;Frugt og frugtprodukter;0,80
Ra00285;Blåbær, rå;Frugt;Blåbær;Frugt og frugtprodukter;1,22
Ra00286;Brombær, rå;Frugt;Brombær;Frugt og frugtprodukter;1,38
Ra00287;Hyben, rå;Frugt;Hyben;Frugt og frugtprodukter;0,72
Ra00288;Hyldebær, rå;Frugt;Hyldebær;Frugt og frugtprodukter;1,38
Ra00289;Ribs, rå;Frugt;Ribs;Frugt og frugtprodukter;0,80
Ra00290;Stikkelsbær, rå;Frugt;Stikkelsbær;Frugt og frugtprodukter;1,00
Ra00291;Jordbær, dybfrost, usukrede;Frugt/grøntsagsprodukter;Jordbær, dybfrost, usukrede;Frugt og frugtprodukter;0,60
Ra00292;Tranebær, rå;Frugt;Tranebær;Frugt og frugtprodukter;0,79
Ra00293;Blåbær, frosne, usukrede;Frugt/grøntsagsprodukter;Blåbær, frosne, usukrede;Frugt og frugtprodukter;0,99
Ra00294;Hindbær, dybfrost, rå;Frugt/grøntsagsprodukter;Hindbær, dybfrost;Frugt og frugtprodukter;1,34
Ra00295;Flødeost, ost 60+;Mælk/æg/erstatningsprodukter;Flødeost, ost 60+;Mælk, mejeriprodukter og æg;5,41
Ra00296;Brie, ost 45+;Mælk/æg/erstatningsprodukter;Brie, ost 45+;Mælk, mejeriprodukter og æg;1,60
Ra00297;Hytteost, ost 20+;Mælk/æg/erstatningsprodukter;Hytteost, ost 20+;Mælk, mejeriprodukter og æg;1,60
